Map_Id	Map_Label	Parent_id	Parent_Area	NGI_POLYGON_ID	Geo_PolygonID	LOGICAL_GROUPING	MISSING_SHAPE_FILE	Level	Old ΧΕ Area ID
58	Αθήνα & Προάστια	56	Νομός Αττικής		801			2	NO
65	Ανατολική Θεσσαλονίκη	48	Ν. Θεσσαλονίκης		2402			2	NO
60	Βόρεια & Ανατολικά Προάστια	56	Νομός Αττικής		804			2	NO
67	Δυτική Θεσσαλονίκη	48	Ν. Θεσσαλονίκης		2403			2	NO
98	Ηπειρος				L98	Yes		1	NO
97	Θεσσαλία				L97	Yes		1	NO
96	Θράκη				L96	Yes		1	NO
62	Κεντρικά & Δυτικά Προάστια 	56	Νομός Αττικής		806			2	NO
61	Κεντρικά & Νότια Προάστια	56	Νομός Αττικής		805			2	NO
66	Κεντρική Θεσσαλονίκη	48	Ν. Θεσσαλονίκης		2401			2	NO
59	Κέντρο Αθήνας	56	Νομός Αττικής		803			2	NO
95	Κρήτη				L95	Yes		1	NO
94	Μακεδονία				L94	Yes		1	NO
91	Νησιά Βορείων Σποράδων				L91	Yes		1	NO
99	Νησιά Ιονίου				L99	Yes		1	NO
63	Πειραιάς	56	Νομός Αττικής		807			2	NO
89	Πελοπόννησος				L89	Yes		1	NO
68	Περίχωρα Θεσσαλονίκης	48	Ν. Θεσσαλονίκης		2404			2	NO
88	Στερεά Ελλάδα				L88	Yes		1	NO
69	Υπόλοιπο Ν. Θεσσαλονίκης	48	Ν. Θεσσαλονίκης				M69	2	NO
64	Υπόλοιπο Πειραιά	56	Νομός Αττικής		808			2	NO
160	Aλόννησος	91	 Νησιά Βορείων Σποράδων	4305000				2	865
59-40	Α΄ Νεκροταφείο	59	 Κέντρο Αθήνας		40			3	129
165-160	Α.Σ.ΠΑΙ.Τ.Ε.	165	Μαρούσι		160			4	215
1005	Αγαθονήσι	50	Δωδεκάνησα	8161000				2	810
113-29	Αγία Άννα	113	Άγιος Ιωάννης Ρέντη 		29			4	601
258-201	Αγία Άννα	258	Αχαρνές (Μενίδι)		201			4	405
980-515	Αγία Άννα	980	Χαλάνδρι		515			4	225
754-675	Αγιά Βαρβάρα	754	Παλαιό Φάληρο 		675			4	318
980-507	Αγία Βαρβάρα	980	Χαλάνδρι		507			4	225
106	Αγία Βαρβάρα 	62	 Κεντρικά & Δυτικά Προάστια 	9902000				3	401
978-496	Αγία Γρηγορούσα	978	Χαϊδάρι		496			4	417
475-319	Αγία Ελεούσα	475	Καλλιθέα		319			4	316
888-113	Αγία Κυριακή	888	Σπάτα-Λούτσα		637			4	805
522-345	Αγία Κυριακή	522	Κηφισιά		345			4	212
563-4	Αγία Μαρίνα	563	Κορωπί		528			4	805
419-295	Αγία Μαρίνα	419	Ηλιούπολη		295			4	313
1035-105	Αγία Μαρίνα	1035	Γραμματικό		629			4	805
258-200	Αγία Παρασκευή	258	Αχαρνές (Μενίδι)		200			4	405
281-66	Αγία Παρασκευή	281	Βίλια		590			4	805
377-282	Αγία Παρασκευή	377	Ελληνικό		282			4	311
59-32-117	Αγία Παρασκευή	59-32	Πατήσια		117			4	135
851-80	Αγία Παρασκευή	851	Σαλαμίνα		604			4	805
119	Αγία Παρασκευή 	60	 Βόρεια & Ανατολικά Προάστια	9903000				3	201
63-456	Αγία Σοφία	63	 Πειραιάς		456			3	501
715-408	Αγία Σοφία - Φάρος	715	Νέο Ψυχικό 		408			4	227
425-303	Αγία Τριάδα	425	Ηράκλειο 		303			4	211
119-8	Αγιάννης	119	Αγία Παρασκευή 		8			4	201
1017-184	Άγιοι Άγγελοι	1017	Άνοιξη		184			4	204
103	Άγιοι Ανάργυροι	62	 Κεντρικά & Δυτικά Προάστια 	9905000				3	402
1053-106	Άγιοι Ανάργυροι	1053	Καπανδρίτι		630			4	805
165-170	Άγιοι Ανάργυροι	165	Μαρούσι		170			4	215
702-388	Άγιοι Ανάργυροι	702	Νέα Ιωνία		388			4	412
1050-39	Άγιοι Απόστολοι	1050	Κάλαμος		563			4	805
112	Άγιοι Θεόδωροι	29	Ν. Κορίνθου	1502000				3	828
851-81	Άγιος Αθανάσιος	851	Σαλαμίνα		605			4	805
518-329	Άγιος Αντώνιος	518	Κερατσίνι 		329			4	603
59-722-131	Άγιος Αντώνιος	59-722	Ριζούπολη		131			4	147
59-12-63	Άγιος Αρτέμιος	59-12	Γούβα		63			4	101
63-437	Άγιος Βασίλειος 	63	 Πειραιάς		437			3	502
195-186	Άγιος Γεώργιος	195	Άνω Λιόσια		186			4	404
518-326	Άγιος Γεώργιος	518	Κερατσίνι 		326			4	603
722-418	Άγιος Γεώργιος	722	Νίκαια 		418			4	606
851-97	Άγιος Γεώργιος	851	Σαλαμίνα		621			4	805
110	Άγιος Δημήτριος	61	 Κεντρικά & Νότια Προάστια	9904000				3	301
563-6	Άγιος Δημήτριος 	563	Κορωπί		530			4	805
332-269	Άγιος Διονύσιος	332	Δάφνη		269			4	310
355-275	Άγιος Διονύσιος	355	Δραπετσώνα 		275			4	602
59-41	Άγιος Ελευθέριος	59	 Κέντρο Αθήνας		41			3	102
59-13-68	Άγιος Θωμάς	59-13	Γουδή		68			4	111
165-168	Άγιος Θωμάς	165	Μαρούσι		168			4	215
59-28-103	Άγιος Ιωάννης	59-28	Νέος Κόσμος		103			4	132
851-86	Άγιος Ιωάννης	851	Σαλαμίνα		610			4	805
195-187	Άγιος Ιωάννης Θεολόγος	195	Άνω Λιόσια		187			4	404
793-471	Άγιος Ιωάννης Θεολόγος	793	Περιστέρι		471			4	415
113	Άγιος Ιωάννης Ρέντη 	64	 Υπόλοιπο Πειραιά	9602000				3	601
722-415	Άγιος Ιωάννης Χρυσόστομος	722	Νίκαια 		415			4	606
1089-30	Άγιος Κωνσταντίνος 	1089	Νεά Παλάτια		554			4	805
59-3	Άγιος Κωνσταντίνος - Πλατεία Βάθης	59	 Κέντρο Αθήνας		701			3	NO
59-32-113	Άγιος Λουκάς	59-32	Πατήσια		113			4	135
281-64	Άγιος Νεκτάριος	281	Βίλια		588			4	805
117	Άγιος Νικόλαος	39	Ν. Λασιθίου	9201000				3	831
195-189	Άγιος Νικόλαος	195	Άνω Λιόσια		189			4	404
291-234	Άγιος Νικόλαος	291	Βουλιαγμένη		234			4	307
467-312	Άγιος Νικόλαος	467	Καισαριανή		312			4	315
59-36-122	Άγιος Νικόλαος 	59-36	Πλατεία Αμερικής		122			4	103
47	Άγιος Όρος	94	 Μακεδονία	65000000				2	
518-332	Άγιος Παντελεήμονας	518	Κερατσίνι 		332			4	603
59-37-125	Άγιος Παντελεήμονας	59-37	Πλατεία Αττικής		125			4	104
624-44	Άγιος Παντελεήμονας 	624	Μαραθώνας		568			4	805
355-279	Άγιος Παντελεήμων	355	Δραπετσώνα 		279			4	602
258-199	Άγιος Πέτρος	258	Αχαρνές (Μενίδι)		199			4	405
122	Άγιος Στέφανος 	60	 Βόρεια & Ανατολικά Προάστια	9802000				3	202
708-394	Άγιος Σώστης	708	Νέα Σμύρνη		394			4	317
59-28-105	Άγιος Σώστης	59-28	Νέος Κόσμος		105			4	132
454-670	Άγιος Φανούριος	454	Ίλιον (Νέα Λιόσια)		670			4	409
1004	Αγίου Κωνσταντίνος	57	Υπόλοιπο Αττικής	9861000				3	805
1006	Άγκίστρι	13	Νησιά Αργοσαρωνικού	9661000				2	861
298-245	Αγορά 	298	Βύρωνας		245			4	308
258-206	Αγριλέζα	258	Αχαρνές (Μενίδι)		206			4	405
131	Αγρίνιο	7	Ν. Αιτωλοακαρνανίας	0103000				3	801
522-337	Αδάμες (Οικισμός Γράμμος - Φοίνικας)	522	Κηφισιά		337			4	212
522-335	Αδάμες (Οικισμός Πελοποννησίων)	522	Κηφισιά		335			4	212
851-76	Αιάντειο	851	Σαλαμίνα		600			4	805
137	Αιγάλεω 	62	 Κεντρικά & Δυτικά Προάστια 	9906000				3	403
138	Αιγείρα	20	Ν. Αχαΐας	1302000				3	806
281-128	Αιγειρούσες	281	Βίλια		651			4	805
140	Αίγινα	13	Νησιά Αργοσαρωνικού	9603000				2	861
142	Αίγιο	20	Ν. Αχαΐας	1303000				3	806
317-264	Αίγλη	317	Γλυφάδα		264			4	309
143	Αιδηψός	23	Ν. Ευβοίας	0402000				3	812
317-267	Αιξωνή 	317	Γλυφάδα		267			4	309
147	Αιτωλικό	7	Ν. Αιτωλοακαρνανίας	0104000				3	801
59-15-73	Ακαδημία	59-15	Εμπορικό Τρίγωνο - Πλάκα		73			4	154
59-4	Ακαδημία Πλάτωνος	59	 Κέντρο Αθήνας		45			3	105
149	Ακράτα	20	Ν. Αχαΐας	1304000				3	806
59-5	Ακρόπολη	59	 Κέντρο Αθήνας		702			3	106
304-251	Ακτήμονες	304	Γαλάτσι		251			4	406
153	Αλεξανδρούπολη	11	Ν. Έβρου	7101000				3	811
59-32-116	Αλεπότρυπα	59-32	Πατήσια		116			4	135
281-72	Αλεποχώρι	281	Βίλια		596			4	805
155	Αλίαρτος	38	Ν. Βοιωτίας	0303000				3	807
156	Άλιμος	61	 Κεντρικά & Νότια Προάστια	9907000				3	302
159	Αλμυρός	41	Ν. Μαγνησίας	4304000				3	835
710-397	Άλσος	710	Νέα Φιλαδέλφεια		397			4	413
708-393	Άλσος 	708	Νέα Σμύρνη		393			4	317
59-13-67	Άλσος - 401	59-13	Γουδή		67			4	111
304-252	Άλσος Βεΐκου	304	Γαλάτσι		252			4	406
722-413	Άλσος Βώκου	722	Νίκαια 		413			4	606
165-163	Άλσος Κτήματος Συγγρού	165	Μαρούσι		163			4	215
766-681	Άλσος Παπάγου	766	Παπάγου 		681			4	219
702-380	Αλσούπολη	702	Νέα Ιωνία		380			4	412
644-361	Αμαλία Φλέμινγκ	644	Μελίσσια		361			4	216
163	Αμαλιάδα	44	Ν. Ηλείας	1403000				3	815
165-174	Αμαλίειο Ορφανοτροφείο	165	Μαρούσι		174			4	215
113-28	Αμαξοστάσιο ΟΣΕ	113	Άγιος Ιωάννης Ρέντη 		28			4	601
166	Αμάρυνθος	23	Ν. Ευβοίας	0403000				3	812
168	Αμοργός	36	Κυκλάδες	8202000				2	829
156-158	Αμπελάκια	156	Άλιμος		158			4	302
